Gender,CustomerType,Age,TypeofTravel,Class,FlightDistancemiles,Inflightwifiservice,DepartureArrivaltimeconvenient,EaseofOnlinebooking,Gatelocation,Foodanddrink,Onlineboarding,Seatcomfort,Inflightentertainment,Onboardservice,Legroomservice,Baggagehandling,Checkinservice,Inflightservice,Cleanliness,DepartureDelayinMinutes,ArrivalDelayinMinutes,satisfaction
Female,disloyal Customer,20,Business travel,Eco,315,1,0,1,3,5,1,5,5,3,4,4,5,4,5,0,0,neutralordissatisfied
Female,Loyal Customer,32,Business travel,Business,862,3,3,3,3,3,3,3,3,4,2,4,4,4,3,0,20,neutralordissatisfied
Female,Loyal Customer,66,Personal Travel,Eco,355,3,4,3,1,5,5,5,2,2,3,3,4,2,3,0,0,neutralordissatisfied
Male,Loyal Customer,61,Business travel,Business,3646,4,4,4,4,5,5,5,3,4,5,4,5,3,5,0,4,satisfied
Male,Loyal Customer,42,Business travel,Eco,530,5,4,4,4,5,5,5,5,3,3,2,4,3,5,0,0,satisfied
Female,Loyal Customer,31,Business travel,Business,2747,2,4,4,4,2,1,2,2,2,5,3,2,2,2,0,0,neutralordissatisfied
Female,Loyal Customer,54,Business travel,Eco,290,4,2,2,2,3,1,1,4,4,4,4,1,4,3,0,20,neutralordissatisfied
Female,Loyal Customer,27,Business travel,Business,2372,1,1,1,1,5,5,5,5,4,4,1,4,4,5,0,4,satisfied
Male,Loyal Customer,29,Business travel,Business,2873,2,1,1,1,2,2,2,2,3,2,3,4,3,2,4,8,neutralordissatisfied
Female,Loyal Customer,30,Business travel,Business,2002,5,5,5,5,4,5,5,5,4,4,4,5,5,5,211,211,satisfied
Female,disloyal Customer,44,Business travel,Business,213,2,2,2,5,2,2,2,2,3,4,4,5,4,2,6,40,neutralordissatisfied
Male,Loyal Customer,62,Business travel,Business,3724,2,2,2,2,3,5,5,5,5,5,5,5,5,4,0,0,satisfied
Female,Loyal Customer,49,Personal Travel,Eco,484,3,4,3,3,3,5,4,4,4,3,4,5,4,3,0,0,neutralordissatisfied
Female,Loyal Customer,70,Personal Travel,Eco,241,3,5,3,3,5,4,5,3,3,3,2,3,3,3,0,0,neutralordissatisfied
Female,Loyal Customer,61,Personal Travel,Eco,526,4,5,4,4,4,4,4,1,1,4,1,4,1,5,0,0,satisfied
Female,Loyal Customer,14,Personal Travel,Eco,140,1,3,1,3,2,1,2,2,4,2,1,5,4,2,39,32,neutralordissatisfied
Female,Loyal Customer,38,Business travel,Business,332,3,3,3,3,2,5,1,4,4,4,4,4,4,2,4,22,satisfied
Female,Loyal Customer,30,Business travel,Business,2281,2,2,2,2,2,3,2,2,5,4,2,1,3,2,93,112,satisfied
Male,Loyal Customer,26,Personal Travel,Eco,1124,3,4,3,3,4,3,4,4,4,3,5,4,4,4,0,0,neutralordissatisfied
Male,Loyal Customer,49,Business travel,Eco,2296,2,5,5,5,2,2,2,2,3,2,2,1,3,2,0,0,neutralordissatisfied
Male,Loyal Customer,28,Business travel,Business,2968,2,2,2,2,5,5,5,5,5,3,4,4,5,5,0,0,satisfied
Male,Loyal Customer,50,Personal Travel,Eco,304,2,3,2,3,2,2,2,2,2,4,3,3,3,2,14,7,neutralordissatisfied
Female,disloyal Customer,33,Business travel,Eco Plus,2704,2,2,2,5,5,2,5,5,5,2,4,3,4,5,40,44,neutralordissatisfied
Female,Loyal Customer,54,Personal Travel,Eco,867,3,4,3,3,1,4,4,3,3,3,1,2,3,2,0,0,neutralordissatisfied
Female,Loyal Customer,56,Business travel,Business,2009,3,3,3,3,3,5,5,4,4,4,4,3,4,5,0,0,satisfied
Male,Loyal Customer,48,Business travel,Business,3943,4,4,4,4,5,5,5,5,5,5,5,3,5,3,2,0,satisfied
Female,disloyal Customer,16,Business travel,Eco,1061,1,1,1,3,2,1,1,2,4,1,4,1,3,2,27,19,neutralordissatisfied
Female,Loyal Customer,40,Business travel,Business,795,4,4,4,4,3,5,5,4,4,4,4,3,4,3,0,0,satisfied
Male,Loyal Customer,33,Business travel,Business,1076,3,1,1,1,3,3,3,3,4,2,3,1,4,3,19,0,neutralordissatisfied
Male,disloyal Customer,27,Business travel,Business,528,5,5,5,3,1,5,2,1,3,3,5,5,5,1,12,20,satisfied
Male,Loyal Customer,39,Business travel,Business,2275,1,1,1,1,2,5,4,2,2,2,2,4,2,3,7,9,satisfied
Male,Loyal Customer,58,Business travel,Eco,199,3,1,1,1,3,3,3,3,4,4,3,4,3,3,0,0,neutralordissatisfied
Female,Loyal Customer,14,Business travel,Business,3421,2,1,1,1,2,2,2,2,3,2,3,2,4,2,1,0,neutralordissatisfied
Male,Loyal Customer,47,Business travel,Business,1737,4,2,5,2,2,3,4,4,4,3,4,1,4,3,0,0,neutralordissatisfied
Male,Loyal Customer,64,Business travel,Eco,229,1,3,4,3,1,1,1,1,2,5,2,1,3,1,115,123,neutralordissatisfied
Female,Loyal Customer,42,Business travel,Eco,937,3,2,2,2,3,4,4,3,3,3,3,1,3,3,0,0,neutralordissatisfied
Female,Loyal Customer,48,Business travel,Eco,190,3,5,5,5,3,2,3,3,3,3,3,1,3,3,0,0,neutralordissatisfied
Female,Loyal Customer,38,Personal Travel,Eco,1310,2,4,2,4,5,2,1,5,5,4,5,5,4,5,0,0,neutralordissatisfied
Male,Loyal Customer,35,Personal Travel,Eco,577,3,5,3,3,3,3,3,3,5,5,4,3,4,3,0,0,neutralordissatisfied
Female,disloyal Customer,24,Business travel,Business,812,0,0,0,2,2,0,4,2,5,5,3,4,1,2,0,0,satisfied
Female,Loyal Customer,28,Business travel,Business,1626,1,4,1,1,4,4,4,4,2,4,1,4,1,4,0,0,satisfied
Male,Loyal Customer,27,Business travel,Business,2076,3,3,3,3,4,4,4,4,3,4,4,4,5,4,0,1,satisfied
Female,disloyal Customer,23,Business travel,Eco,248,4,4,5,4,5,5,5,5,5,5,5,3,4,5,20,15,satisfied
Male,Loyal Customer,54,Business travel,Business,2279,2,2,2,2,2,5,5,5,5,5,5,4,5,4,0,13,satisfied
Male,disloyal Customer,37,Business travel,Business,2139,3,3,3,3,4,3,4,4,5,2,4,4,5,4,1,0,neutralordissatisfied
Male,Loyal Customer,22,Personal Travel,Eco,1325,3,5,3,2,3,3,3,4,2,5,4,3,3,3,97,143,neutralordissatisfied
Male,Loyal Customer,29,Business travel,Business,585,1,1,1,1,4,4,4,4,4,2,4,5,5,4,25,26,satisfied
Male,Loyal Customer,48,Business travel,Business,3816,3,2,4,2,2,3,4,3,3,3,3,1,3,2,2,0,neutralordissatisfied
Female,Loyal Customer,15,Personal Travel,Eco,964,5,5,5,3,5,5,3,5,4,4,4,3,5,5,5,0,satisfied
Male,Loyal Customer,30,Business travel,Business,3616,3,3,3,3,4,5,4,4,4,4,5,3,4,4,0,0,satisfied
Male,Loyal Customer,29,Business travel,Business,187,0,4,0,3,2,2,2,2,1,1,4,1,3,2,0,0,satisfied
Male,Loyal Customer,60,Business travel,Business,1635,2,2,2,2,3,5,5,4,4,4,4,4,4,3,0,3,satisfied
Female,Loyal Customer,52,Personal Travel,Eco,2378,1,4,1,1,4,3,5,4,4,1,4,4,4,4,0,0,neutralordissatisfied
Male,disloyal Customer,20,Business travel,Business,312,4,4,4,1,3,4,3,3,5,5,5,4,5,3,37,39,satisfied
Male,disloyal Customer,37,Business travel,Eco,639,4,0,4,3,4,4,4,4,2,4,3,4,2,4,117,113,satisfied
Female,Loyal Customer,41,Personal Travel,Eco,1546,3,4,3,4,3,1,1,2,5,4,3,1,4,1,132,145,neutralordissatisfied
Female,Loyal Customer,47,Personal Travel,Eco Plus,978,3,5,4,3,5,5,5,5,5,4,5,5,5,4,33,38,neutralordissatisfied
Male,Loyal Customer,39,Business travel,Eco,194,4,5,1,1,4,4,4,4,2,2,4,4,4,4,0,0,satisfied
Male,Loyal Customer,53,Business travel,Business,802,2,2,2,2,4,5,4,3,3,3,3,5,3,5,0,0,satisfied
Male,disloyal Customer,25,Business travel,Eco,959,4,4,4,3,3,4,3,3,4,5,4,3,3,3,65,36,neutralordissatisfied
Male,Loyal Customer,30,Business travel,Business,370,2,2,2,2,5,4,5,5,5,3,3,2,4,5,23,27,satisfied
Male,Loyal Customer,48,Personal Travel,Eco Plus,444,3,4,3,2,3,3,3,3,5,4,4,5,4,3,12,7,neutralordissatisfied
Female,Loyal Customer,45,Personal Travel,Eco,1024,2,4,2,2,5,4,4,5,5,2,2,5,5,3,0,0,neutralordissatisfied
Female,Loyal Customer,40,Personal Travel,Eco,199,5,4,5,3,2,5,1,2,5,5,5,3,5,2,0,0,satisfied
Male,Loyal Customer,64,Personal Travel,Business,405,3,4,3,2,1,3,5,4,4,3,3,2,4,2,4,0,neutralordissatisfied
Female,disloyal Customer,19,Business travel,Eco,950,2,2,2,4,2,2,2,2,5,5,4,2,5,2,0,0,neutralordissatisfied
Female,Loyal Customer,57,Business travel,Business,2976,2,5,5,5,2,4,3,2,2,2,2,2,2,1,0,12,neutralordissatisfied
Male,Loyal Customer,68,Personal Travel,Eco Plus,733,1,4,1,3,4,1,4,4,2,5,4,1,3,4,0,0,neutralordissatisfied
Female,Loyal Customer,28,Personal Travel,Eco,337,4,3,4,2,3,4,3,3,2,1,3,3,5,3,38,22,neutralordissatisfied
Male,Loyal Customer,59,Personal Travel,Eco Plus,2611,2,2,2,2,2,2,2,2,3,3,2,4,2,2,0,8,neutralordissatisfied
Male,Loyal Customer,25,Personal Travel,Business,1400,4,2,3,3,5,3,5,5,2,4,3,3,4,5,3,0,neutralordissatisfied
Male,disloyal Customer,45,Business travel,Business,342,4,3,3,1,1,4,1,1,3,5,5,5,5,1,0,0,satisfied
Female,Loyal Customer,41,Business travel,Business,214,4,4,4,4,4,4,4,4,4,4,5,3,4,5,2,10,satisfied
Male,Loyal Customer,42,Business travel,Business,3766,0,0,0,2,5,5,5,1,1,1,1,4,1,5,0,0,satisfied
Female,Loyal Customer,53,Business travel,Business,1119,3,1,1,1,1,3,3,3,3,3,3,2,3,4,0,10,neutralordissatisfied
Male,disloyal Customer,39,Business travel,Eco,671,4,4,4,3,1,4,1,1,2,3,4,1,4,1,12,4,neutralordissatisfied
Male,Loyal Customer,44,Business travel,Eco,109,3,1,4,1,3,3,3,3,3,1,2,3,1,3,0,0,satisfied
Male,Loyal Customer,49,Business travel,Business,3770,1,1,1,1,4,5,4,5,5,5,4,5,5,4,0,0,satisfied
Female,disloyal Customer,19,Business travel,Eco,633,3,2,3,4,1,3,1,1,3,3,3,1,3,1,2,0,neutralordissatisfied
Female,Loyal Customer,36,Personal Travel,Eco,448,3,3,3,4,5,3,1,5,1,3,4,2,4,5,0,0,neutralordissatisfied
Female,Loyal Customer,45,Personal Travel,Eco,849,2,3,2,3,1,1,1,3,3,2,3,1,3,3,0,0,neutralordissatisfied
Female,Loyal Customer,28,Personal Travel,Eco,937,3,4,3,1,2,3,5,2,4,5,5,3,4,2,0,0,neutralordissatisfied
Male,Loyal Customer,57,Business travel,Business,2504,4,4,4,4,3,3,3,4,4,3,4,3,4,3,0,5,satisfied
Male,Loyal Customer,29,Business travel,Business,2468,4,4,4,4,3,3,3,3,5,2,5,2,4,3,0,0,satisfied
Male,Loyal Customer,26,Personal Travel,Eco Plus,459,2,5,2,3,5,2,5,5,4,2,4,4,5,5,0,0,neutralordissatisfied
Female,Loyal Customer,46,Business travel,Business,432,5,5,5,5,5,5,5,2,2,2,2,5,2,4,55,48,satisfied
Male,Loyal Customer,38,Business travel,Business,859,1,1,1,1,1,3,2,5,5,5,5,3,5,2,0,0,satisfied
Female,Loyal Customer,40,Business travel,Business,680,4,4,4,4,3,5,5,4,4,4,4,3,4,3,0,0,satisfied
Female,disloyal Customer,38,Business travel,Eco,453,3,4,3,3,1,3,2,1,3,4,4,3,4,1,0,0,neutralordissatisfied
Male,Loyal Customer,25,Personal Travel,Eco,534,3,5,3,3,4,3,4,4,3,2,5,3,5,4,0,0,neutralordissatisfied
Female,Loyal Customer,23,Personal Travel,Eco,803,3,4,3,1,1,3,1,1,2,3,5,3,3,1,0,4,neutralordissatisfied
Female,disloyal Customer,18,Business travel,Eco,954,3,3,3,3,1,3,4,1,5,1,4,5,4,1,0,0,neutralordissatisfied
Female,Loyal Customer,47,Business travel,Business,2615,5,5,5,5,4,4,4,3,4,4,4,4,3,4,0,0,satisfied
Male,Loyal Customer,58,Personal Travel,Eco,300,3,5,3,5,1,3,4,1,4,2,4,4,4,1,0,0,neutralordissatisfied
Female,disloyal Customer,40,Business travel,Business,323,4,4,4,5,4,3,3,1,1,4,4,3,4,3,106,143,satisfied
Male,Loyal Customer,59,Personal Travel,Business,605,1,5,1,5,4,4,5,3,3,1,3,3,3,5,0,7,neutralordissatisfied
Male,Loyal Customer,59,Business travel,Business,3248,4,4,4,4,4,4,5,5,5,5,5,5,5,4,14,0,satisfied
Female,Loyal Customer,27,Business travel,Business,2380,2,5,2,5,2,2,2,2,2,1,3,2,2,2,0,0,neutralordissatisfied
Male,Loyal Customer,37,Business travel,Eco,227,4,3,3,3,4,3,4,4,2,3,1,4,1,4,0,0,satisfied
Male,Loyal Customer,30,Business travel,Business,2329,1,1,1,1,5,5,5,5,5,2,4,3,1,5,2,2,satisfied
Female,Loyal Customer,30,Personal Travel,Eco Plus,775,2,2,2,4,5,2,5,5,1,5,4,4,3,5,0,0,neutralordissatisfied
Male,Loyal Customer,44,Personal Travel,Eco,761,4,2,4,3,4,4,4,4,2,4,3,2,3,4,0,0,neutralordissatisfied
Female,Loyal Customer,54,Business travel,Business,1707,2,2,3,2,4,5,4,3,3,4,3,5,3,3,0,0,satisfied
Female,disloyal Customer,23,Business travel,Eco,338,1,0,1,2,3,1,3,3,3,4,5,4,5,3,0,0,neutralordissatisfied
Male,Loyal Customer,16,Personal Travel,Eco,308,3,3,3,4,3,3,3,3,2,3,3,2,3,3,0,0,neutralordissatisfied
Male,Loyal Customer,50,Business travel,Business,1518,3,3,4,3,4,5,4,4,4,4,4,5,4,5,24,19,satisfied
Female,Loyal Customer,63,Personal Travel,Eco,834,3,4,3,3,3,4,4,1,1,3,1,4,1,3,0,0,neutralordissatisfied
Male,disloyal Customer,35,Business travel,Eco,331,2,1,2,2,3,2,3,3,2,4,2,3,2,3,0,0,neutralordissatisfied
Female,disloyal Customer,23,Business travel,Eco,196,5,0,5,3,2,5,2,2,4,4,4,3,5,2,28,34,satisfied
Male,disloyal Customer,22,Business travel,Eco,204,2,0,2,1,1,2,1,1,3,3,4,3,5,1,0,0,neutralordissatisfied
Male,Loyal Customer,66,Business travel,Eco Plus,507,3,5,5,5,3,3,3,3,4,4,4,3,3,3,0,0,neutralordissatisfied
Male,Loyal Customer,55,Business travel,Eco,977,5,1,1,1,5,5,5,5,4,1,2,5,3,5,7,9,satisfied
Female,Loyal Customer,32,Personal Travel,Eco,96,3,5,0,2,5,0,2,5,4,2,4,5,4,5,0,9,neutralordissatisfied
Female,Loyal Customer,34,Personal Travel,Eco Plus,338,2,4,2,4,1,2,1,1,1,2,4,4,4,1,0,2,neutralordissatisfied
Male,disloyal Customer,49,Business travel,Business,888,2,2,2,3,5,2,1,5,3,4,4,5,4,5,96,76,neutralordissatisfied
Male,disloyal Customer,36,Business travel,Business,1044,2,2,2,2,2,2,2,2,5,4,5,5,5,2,53,53,neutralordissatisfied
Male,disloyal Customer,59,Business travel,Business,460,5,5,5,1,4,5,4,4,5,2,4,4,5,4,0,0,satisfied
Female,Loyal Customer,46,Business travel,Business,1846,1,1,1,1,2,5,4,5,5,5,5,3,5,3,2,9,satisfied
Male,Loyal Customer,31,Personal Travel,Eco,1208,3,1,3,2,2,3,2,2,1,1,2,2,3,2,0,0,neutralordissatisfied
Male,Loyal Customer,29,Business travel,Business,1592,3,3,3,3,3,3,3,3,2,5,2,3,4,3,13,55,neutralordissatisfied
Female,Loyal Customer,50,Business travel,Business,2002,1,1,1,1,5,1,1,5,5,5,5,1,5,4,0,6,satisfied
Female,disloyal Customer,37,Business travel,Business,522,1,1,1,2,5,1,5,5,5,2,4,3,4,5,30,29,neutralordissatisfied
Female,Loyal Customer,16,Personal Travel,Eco,500,1,5,1,3,3,1,3,3,3,3,4,5,4,3,0,8,neutralordissatisfied
Female,Loyal Customer,66,Personal Travel,Eco,239,3,4,3,2,5,4,4,5,5,3,1,4,5,3,0,0,neutralordissatisfied
Female,Loyal Customer,55,Personal Travel,Eco,364,5,5,5,3,5,4,5,4,4,5,4,5,4,3,0,0,satisfied
Female,Loyal Customer,41,Personal Travel,Eco,1389,3,5,3,2,3,3,3,3,3,1,5,3,4,3,12,0,neutralordissatisfied
Female,Loyal Customer,50,Business travel,Business,628,1,1,1,1,4,1,1,3,3,4,3,4,3,1,0,8,satisfied
Female,Loyal Customer,23,Personal Travel,Eco,1642,4,5,4,3,5,4,2,5,3,2,5,4,4,5,6,14,neutralordissatisfied
Female,disloyal Customer,39,Business travel,Business,1197,3,4,4,1,1,4,1,1,5,3,4,5,5,1,0,0,neutralordissatisfied
Male,Loyal Customer,42,Business travel,Business,1521,3,3,3,3,5,5,4,5,5,5,5,4,5,5,18,9,satisfied
Female,disloyal Customer,23,Business travel,Eco,1180,4,4,4,1,2,4,1,2,3,5,4,2,4,2,0,0,neutralordissatisfied
Male,Loyal Customer,60,Business travel,Business,611,4,4,4,4,4,4,4,5,5,5,4,4,3,4,122,154,satisfied
Male,Loyal Customer,46,Business travel,Eco Plus,627,4,3,3,3,4,4,4,4,2,2,5,3,1,4,0,0,satisfied
Male,Loyal Customer,34,Business travel,Business,2711,2,2,2,2,4,5,5,4,4,4,4,3,4,5,7,0,satisfied
Female,disloyal Customer,27,Business travel,Eco,160,5,0,5,4,2,5,2,2,1,5,5,3,3,2,0,0,satisfied
Male,disloyal Customer,26,Business travel,Eco,651,3,3,3,3,2,3,2,2,4,1,2,4,3,2,54,43,neutralordissatisfied
Female,Loyal Customer,56,Business travel,Eco,1448,5,5,5,5,5,3,1,5,5,5,5,5,5,2,0,0,satisfied
Male,Loyal Customer,55,Business travel,Business,1936,5,5,5,5,3,5,5,4,4,4,4,4,4,3,0,0,satisfied
Female,Loyal Customer,43,Business travel,Eco,419,5,4,4,4,2,3,4,5,5,5,5,3,5,1,0,0,satisfied
Male,Loyal Customer,48,Personal Travel,Eco,471,2,4,2,2,1,2,1,1,4,2,5,5,5,1,14,5,neutralordissatisfied
Female,Loyal Customer,22,Business travel,Business,3907,5,5,2,5,3,3,3,3,5,2,4,3,4,3,1,0,satisfied
Male,Loyal Customer,35,Personal Travel,Eco,954,3,4,3,3,1,3,1,1,1,3,4,3,4,1,0,0,neutralordissatisfied
Female,Loyal Customer,26,Business travel,Business,588,5,5,5,5,3,3,3,3,4,5,4,5,5,3,0,0,satisfied
Male,Loyal Customer,31,Personal Travel,Eco,990,3,4,3,1,3,3,3,3,3,3,4,3,5,3,27,16,neutralordissatisfied
Female,Loyal Customer,33,Business travel,Business,2021,4,4,4,4,1,5,2,2,2,2,2,2,2,1,0,1,satisfied
Male,Loyal Customer,16,Personal Travel,Business,862,2,4,2,4,3,2,1,3,4,5,5,5,5,3,100,82,neutralordissatisfied
Male,Loyal Customer,51,Personal Travel,Eco,1136,3,5,3,1,2,3,2,2,3,3,4,4,5,2,2,0,neutralordissatisfied
Male,Loyal Customer,8,Business travel,Business,1744,3,1,2,1,3,3,3,3,4,2,3,4,3,3,0,0,neutralordissatisfied
Male,Loyal Customer,39,Business travel,Eco,383,3,1,1,1,3,3,3,3,4,2,4,4,3,3,0,0,neutralordissatisfied
Female,Loyal Customer,19,Personal Travel,Eco,1598,1,4,1,3,5,1,5,5,3,2,3,5,5,5,103,100,neutralordissatisfied
Male,Loyal Customer,31,Business travel,Business,2914,4,4,4,4,4,4,4,4,4,3,5,5,4,4,42,20,satisfied
Male,Loyal Customer,53,Personal Travel,Eco,590,3,4,2,4,2,2,2,2,4,3,4,5,5,2,0,0,neutralordissatisfied
Female,Loyal Customer,21,Personal Travel,Eco Plus,624,1,4,1,2,3,1,3,3,4,2,2,5,5,3,10,0,neutralordissatisfied
Female,Loyal Customer,33,Business travel,Eco,200,4,2,2,2,4,4,4,4,4,5,3,4,3,4,0,0,satisfied
Male,disloyal Customer,26,Business travel,Business,1172,2,3,3,3,4,3,4,4,2,3,4,3,4,4,0,5,neutralordissatisfied
Female,disloyal Customer,21,Business travel,Eco,710,4,4,4,4,5,4,5,5,4,5,5,4,5,5,9,2,satisfied
Male,disloyal Customer,25,Business travel,Business,630,0,2,0,3,5,0,5,5,5,4,4,3,4,5,0,8,satisfied
Male,Loyal Customer,49,Business travel,Business,3032,5,2,5,5,5,5,5,5,5,4,5,5,3,5,95,132,satisfied
Male,Loyal Customer,29,Business travel,Eco Plus,550,3,4,5,4,3,3,3,3,1,4,4,3,3,3,0,0,neutralordissatisfied
Female,Loyal Customer,52,Business travel,Eco,438,4,3,3,3,2,1,3,4,4,4,4,3,4,1,0,0,satisfied
Female,disloyal Customer,48,Business travel,Business,762,3,3,3,5,3,3,3,3,4,4,5,5,4,3,9,0,neutralordissatisfied
Male,Loyal Customer,22,Business travel,Eco,369,3,1,1,1,3,3,1,3,3,1,3,3,3,3,0,0,neutralordissatisfied
Female,disloyal Customer,39,Business travel,Business,347,3,3,3,1,5,3,5,5,4,5,5,2,3,5,0,0,neutralordissatisfied
Male,Loyal Customer,52,Personal Travel,Eco,2306,4,4,4,1,2,4,2,2,3,2,5,3,5,2,80,62,neutralordissatisfied
Female,Loyal Customer,58,Personal Travel,Eco Plus,528,3,4,3,4,5,4,4,2,2,3,2,3,2,4,47,25,neutralordissatisfied
Male,Loyal Customer,10,Personal Travel,Eco,248,2,5,0,1,2,0,5,2,3,3,5,3,5,2,69,71,neutralordissatisfied
Female,Loyal Customer,17,Personal Travel,Eco,1076,4,4,5,3,2,5,2,2,5,4,4,3,5,2,0,33,neutralordissatisfied
Female,Loyal Customer,60,Business travel,Business,466,1,1,1,1,2,1,2,5,5,5,5,5,5,5,4,0,satisfied
Male,Loyal Customer,53,Business travel,Business,2556,2,1,3,1,1,3,4,2,2,2,2,2,2,1,1,0,neutralordissatisfied
Male,disloyal Customer,19,Business travel,Business,1464,5,0,5,5,4,5,4,4,4,5,4,5,4,4,0,0,satisfied
Male,Loyal Customer,34,Business travel,Business,1733,1,1,1,1,3,5,5,5,5,5,5,4,5,4,0,0,satisfied
Female,Loyal Customer,60,Business travel,Business,1990,2,2,2,2,2,5,5,4,4,4,4,3,4,3,0,0,satisfied
Male,Loyal Customer,48,Business travel,Business,1846,3,3,3,3,4,3,5,5,5,5,5,3,5,4,6,11,satisfied
Female,Loyal Customer,55,Business travel,Business,2774,2,2,2,2,3,4,4,5,5,5,5,3,5,5,24,26,satisfied
Male,disloyal Customer,21,Business travel,Business,957,2,1,2,4,5,2,5,5,3,3,4,2,4,5,37,23,neutralordissatisfied
Female,Loyal Customer,35,Personal Travel,Eco,83,4,4,4,4,3,4,3,3,5,5,4,3,4,3,11,6,neutralordissatisfied
Male,disloyal Customer,20,Business travel,Eco,271,3,0,3,2,3,3,3,3,3,2,5,3,4,3,0,0,neutralordissatisfied
Male,Loyal Customer,48,Business travel,Eco Plus,689,5,5,5,5,5,5,5,5,4,3,4,1,4,5,10,6,satisfied
Female,Loyal Customer,63,Business travel,Business,3609,5,5,5,5,1,5,5,5,5,5,5,3,5,5,0,0,satisfied
Male,Loyal Customer,13,Personal Travel,Eco,1362,1,5,1,3,3,1,3,3,4,5,5,4,4,3,0,0,neutralordissatisfied
Male,Loyal Customer,56,Personal Travel,Eco,157,3,2,0,3,4,0,4,4,3,2,4,1,3,4,0,0,neutralordissatisfied
Female,Loyal Customer,9,Business travel,Business,1547,2,2,2,2,5,5,5,5,5,5,4,3,4,5,0,0,satisfied
Male,Loyal Customer,47,Business travel,Eco,371,3,5,5,5,3,3,3,3,1,4,3,4,3,3,52,47,neutralordissatisfied
Female,Loyal Customer,11,Personal Travel,Eco,649,1,4,1,5,3,1,3,3,1,2,4,1,4,3,0,0,neutralordissatisfied
Female,disloyal Customer,36,Business travel,Eco Plus,295,2,3,3,1,4,3,4,4,1,5,4,5,2,4,4,0,neutralordissatisfied
Female,Loyal Customer,18,Business travel,Business,3286,3,3,2,3,5,5,5,5,4,3,5,3,4,5,0,0,satisfied
Male,Loyal Customer,8,Personal Travel,Eco,334,1,4,1,3,5,1,5,5,4,2,3,1,3,5,69,49,neutralordissatisfied
Female,Loyal Customer,8,Personal Travel,Eco,728,2,3,1,3,3,1,3,3,1,1,3,2,3,3,0,0,neutralordissatisfied
Female,Loyal Customer,37,Business travel,Business,2037,5,5,5,5,3,5,5,4,4,4,4,4,4,5,0,0,satisfied
Female,Loyal Customer,33,Personal Travel,Eco,771,5,5,5,3,3,5,2,3,4,5,4,5,5,3,103,98,satisfied
Male,Loyal Customer,60,Business travel,Business,2842,1,1,1,1,2,5,4,3,3,3,3,5,3,3,32,48,satisfied
Male,Loyal Customer,28,Business travel,Business,3854,3,5,5,5,3,3,3,3,2,5,3,2,3,3,0,0,neutralordissatisfied
Female,Loyal Customer,16,Personal Travel,Business,937,3,5,3,4,5,3,5,5,1,3,5,4,4,5,1,0,neutralordissatisfied
Female,Loyal Customer,70,Personal Travel,Eco,547,3,2,2,2,4,2,2,2,2,2,2,3,2,3,0,0,neutralordissatisfied
Female,Loyal Customer,26,Business travel,Eco,731,1,1,1,1,1,2,4,1,4,3,3,3,4,1,14,7,neutralordissatisfied
Female,Loyal Customer,40,Business travel,Business,566,5,5,5,5,1,2,1,5,5,5,5,2,5,5,0,10,satisfied
Female,Loyal Customer,23,Business travel,Business,2996,1,1,1,1,2,2,2,2,5,3,4,4,4,2,1,0,satisfied
Male,Loyal Customer,22,Personal Travel,Eco,1197,5,4,5,1,2,5,1,2,3,2,5,4,5,2,0,0,satisfied
Male,Loyal Customer,60,Business travel,Eco,1120,5,1,1,1,5,5,5,5,3,3,5,4,2,5,12,0,satisfied
Female,Loyal Customer,69,Personal Travel,Eco,1188,2,5,2,1,4,3,4,4,4,2,4,5,4,5,9,18,neutralordissatisfied
Male,Loyal Customer,31,Personal Travel,Eco,302,1,4,1,3,4,1,5,4,5,4,4,5,4,4,10,0,neutralordissatisfied
Female,disloyal Customer,41,Business travel,Business,1347,4,4,4,4,2,4,2,2,3,4,4,4,5,2,0,0,satisfied
Male,Loyal Customer,36,Business travel,Business,1703,2,2,2,2,5,3,4,3,3,4,3,5,3,4,41,31,satisfied
Female,disloyal Customer,40,Business travel,Business,404,4,4,4,2,4,4,4,4,5,3,4,5,5,4,0,0,satisfied
Male,Loyal Customer,53,Business travel,Business,888,5,5,5,5,2,5,4,5,5,5,5,5,5,3,9,0,satisfied
Male,Loyal Customer,51,Personal Travel,Eco,1121,3,4,3,1,2,3,2,2,4,5,3,5,5,2,52,69,neutralordissatisfied
Male,Loyal Customer,11,Personal Travel,Eco,2248,3,4,3,1,2,3,2,2,3,4,5,4,4,2,15,14,neutralordissatisfied
Male,Loyal Customer,64,Business travel,Business,3423,4,4,4,4,3,4,5,5,5,5,5,5,5,3,11,7,satisfied
Female,Loyal Customer,70,Personal Travel,Eco,1085,1,5,1,2,4,4,5,5,5,1,5,5,5,5,0,0,neutralordissatisfied
Female,disloyal Customer,39,Business travel,Eco,102,4,4,4,4,5,4,5,5,3,2,4,4,4,5,0,0,neutralordissatisfied
Female,Loyal Customer,47,Business travel,Business,420,2,1,3,3,2,2,2,2,2,2,2,4,2,2,3,40,neutralordissatisfied
Female,Loyal Customer,50,Business travel,Business,448,1,1,1,1,1,3,3,5,5,5,5,2,5,1,63,50,satisfied
Male,disloyal Customer,27,Business travel,Business,727,3,3,3,4,4,3,3,4,5,3,5,3,4,4,17,2,neutralordissatisfied
